timestamp,open,high,low,close,volume
2020-01-02 00:00:00-05:00,71.7210264890596,72.77660582997152,71.46681974859514,72.71607971191406,135480400
2020-01-03 00:00:00-05:00,71.94132818321717,72.77174458511139,71.7839617851537,72.00911712646484,146322800
2020-01-06 00:00:00-05:00,71.12785848416316,72.62163859417052,70.87606782262263,72.58290100097656,118387200
2020-01-07 00:00:00-05:00,72.59259363206662,72.84922374466596,72.02123070618616,72.24154663085938,108872000
2020-01-08 00:00:00-05:00,71.943758846659,73.70627893727402,71.943758846659,73.40364837646484,132079200
2020-01-09 00:00:00-05:00,74.3841659131879,75.15647966923257,74.13238261481911,74.96279907226562,170108400
2020-01-10 00:00:00-05:00,75.19763610714092,75.69879404161257,74.62868922900458,75.13226318359375,140644800
2020-01-13 00:00:00-05:00,75.44943665950792,76.76406209011934,75.33080045122755,76.7374267578125,121532000
2020-01-14 00:00:00-05:00,76.6744745414686,76.88510420958616,75.57774178905865,75.70121002197266,161954400
2020-01-15 00:00:00-05:00,75.5002685322302,76.38394823058523,74.94342390604251,75.37679290771484,121923600
2020-01-16 00:00:00-05:00,75.92152830847965,76.43237250443956,75.5583716587375,76.32099914550781,108829200
2020-01-17 00:00:00-05:00,76.57036474816839,77.16836298058836,76.26289478458983,77.16594696044922,137816400
2020-01-21 00:00:00-05:00,76.79310894375465,77.23615682397768,76.50500406521856,76.64300537109375,110843200
2020-01-22 00:00:00-05:00,77.1296258918447,77.47099402402007,76.82215592624772,76.91658020019531,101832400
2020-01-23 00:00:00-05:00,76.96985393819801,77.3669014145498,76.42027207993955,77.2870101928711,104472000
2020-01-24 00:00:00-05:00,77.5339532626897,78.27963174807223,76.8730054274966,77.06427001953125,146537600
2020-01-27 00:00:00-05:00,75.06688907368486,75.48088552561684,73.8127900649216,74.79815673828125,161940000
2020-01-28 00:00:00-05:00,75.68185845150586,77.08606141566885,75.5825947326495,76.91416931152344,162234000
2020-01-29 00:00:00-05:00,78.55080525794223,79.37395905172454,77.8075426954761,78.524169921875,216229200
2020-01-30 00:00:00-05:00,77.60415772537527,78.46362551493233,77.17078871761717,78.41036224365234,126743200
2020-01-31 00:00:00-05:00,77.69859068080466,78.12227353000715,74.63839382912653,74.93376159667969,199588400
2020-02-03 00:00:00-05:00,73.67238698147514,75.89732764326911,73.16881293673191,74.72796630859375,173788400
2020-02-04 00:00:00-05:00,76.33794039127015,77.38625661675313,75.93120675854502,77.19499206542969,136616400
2020-02-05 00:00:00-05:00,78.32563642255818,78.62585099313237,77.21922459648295,77.8244857788086,118826800
2020-02-06 00:00:00-05:00,78.09562750675829,78.73720276650342,77.53636686633509,78.73477935791016,105425600
2020-02-07 00:00:00-05:00,78.23243405494627,78.48239314790939,77.17192792843306,77.66456604003906,117684000
2020-02-10 00:00:00-05:00,76.24488890405078,78.03343200683594,76.16480809009461,78.03343200683594,109348800
2020-02-11 00:00:00-05:00,78.53093937088862,78.60374012100387,77.34423530217373,77.5626449584961,94323200
2020-02-12 00:00:00-05:00,78.01402569685219,79.40943007689862,78.01402569685219,79.40457916259766,113730400
2020-02-13 00:00:00-05:00,78.67411425559266,79.16675238353734,78.47026476188894,78.8391342163086,94747600
2020-02-14 00:00:00-05:00,78.80758309855572,79.10851012138082,78.34892359887368,78.85855102539062,80113600
2020-02-18 00:00:00-05:00,76.5312490357775,77.5966134445047,76.34923977828454,77.41460418701172,152531200
2020-02-19 00:00:00-05:00,77.65727746459481,78.76632223582008,77.65727746459481,78.53577423095703,93984000
2020-02-20 00:00:00-05:00,78.29552586031969,78.78573476731503,77.222881436687,77.7300796508789,100566000
2020-02-21 00:00:00-05:00,77.32239667498202,77.76650347779221,75.3518440007245,75.97067260742188,129554000
2020-02-24 00:00:00-05:00,72.13876947323553,73.81810418195764,70.19005719516358,72.36203002929688,222195200
2020-02-25 00:00:00-05:00,73.03426594239946,73.41769559790279,69.4377605020185,69.91098022460938,230673600
2020-02-26 00:00:00-05:00,69.53481005262495,72.28921804434103,69.52752997923261,71.02000427246094,198054800
2020-02-27 00:00:00-05:00,68.21708245275049,69.4062083168437,66.2416714304022,66.37757110595703,320605600
2020-02-28 00:00:00-05:00,62.43160376696,67.56426328843753,62.21561589566721,66.33872985839844,426510000
2020-03-02 00:00:00-05:00,68.50341725278311,73.15314706398571,67.39680177602645,72.51490020751953,341397200
2020-03-03 00:00:00-05:00,73.69434436871329,73.77442519005979,69.3576638774749,70.21189880371094,319475600
2020-03-04 00:00:00-05:00,71.93975340351452,73.62879693625385,71.13648661708095,73.4686279296875,219178400
2020-03-05 00:00:00-05:00,71.71650028960082,72.69449642985231,70.71909308665877,71.08554077148438,187572800
2020-03-06 00:00:00-05:00,68.43548440571074,70.5759151634938,68.24862422437134,70.14151763916016,226176800
2020-03-09 00:00:00-04:00,64.00657807727688,67.4865936042117,63.82456885051685,64.59386444091797,286744800
2020-03-10 00:00:00-04:00,67.25607654604191,69.5129887846972,65.37045555760074,69.24604034423828,285290000
2020-03-11 00:00:00-04:00,67.31673591637701,68.24619329059158,65.9747138459021,66.84107971191406,255598800
2020-03-12 00:00:00-04:00,62.11127620771815,65.52334303397203,60.184403971944676,60.24021911621094,418474000
2020-03-13 00:00:00-04:00,64.28324334840872,67.93070839286551,61.38565181622262,67.45748138427734,370732000
2020-03-16 00:00:00-04:00,58.71619413875295,62.873283657436204,58.242970742071286,58.779293060302734,322423600
2020-03-17 00:00:00-04:00,60.06548110830406,62.516536915107906,57.854675154192996,61.36381530761719,324056000
2020-03-18 00:00:00-04:00,58.187145839294104,60.6697510139483,57.54404425675361,59.861629486083984,300233600
